id,Job Title,Extracted Skills
468,Wordpress Developer,"laravel, r"
469,PHP Developer,"ai, ajax, amazon web services, css, express, expressjs, go, html, jquery, ml, mysql, php, power bi, powershell, r, sql, web3, webpack, websocket"
470,Backend Developer,"ai, computer vision, networking, neural networks, r, teamwork"
471,Node js developer,"ai, ajax, analytical, angular, angularjs, css, html, java, javascript, ml, node.js, nodejs, problem solving, r, security, swiftui"
472,Backend Developer,"api, apis, aws, azure, cassandra, docker, dynamodb, go, google cloud, jenkins, kubernetes, mongodb, neo4j, networking, neural networks, node.js, nosql, r, redis, rest, rest api, sketch, sql, teamwork"
473,JavaScript Developer,"ajax, java, javascript, jquery, r"
474,JavaScript Developer,"amazon web services, analytical, angularjs, bdd, communication, css, data engineering, data warehouse, deep learning, design patterns, expressjs, go, html, illustrator, java, javascript, json, leadership, linux, machine learning, ml, next.js, nextjs, node.js, nodejs, nuxt, power bi, powershell, problem solving, r, react.js, reactjs, rust, scikit-learn, sklearn, solid, system design, tdd, vue.js, vuejs, web3, webpack, websocket"
475,Java Developer,"ai, amazon web services, angular, angularjs, api, architecture, bitbucket, cybersecurity, data warehouse, erp, git, github, github actions, gitlab, gitlab ci, go, illustrator, java, junit, leadership, microservices, objective-c, power bi, powershell, r, rest, rust, sap, scala, scikit-learn, security, solidity, sql server, sqlite, unit testing, vite, web3, webpack, websocket"
476,DevOps Engineer,"ai, amazon web services, automation testing, devops, erp, go, integration testing, leadership, linux, networking, neural networks, power bi, powershell, python, r, rest, unit testing, web3, webpack, websocket"
477,Machine Learning,"data analysis, data engineering, data pipeline, data visualization, data warehouse, erp, machine learning, matlab, python, r"
478,Flutter Developer,"adobe xd, ai, amazon web services, android, angular, api, apis, architecture, artificial intelligence, bitbucket, bootstrap, ci/cd, circleci, clean code, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, dl, firebase, flutter, git, github, github actions, gitlab, gitlab ci, go, ios, java, javascript, junit, r, rest, scala, scikit-learn, scipy, security, solidity, sqlite, swiftui, system design, unit testing, vite, web3, webpack, websocket"
479,Backend Developer,"api, bash, communication, data analysis, django, flask, go, linux, oop, postgres, postgresql, python, r, sql"
480,Django Developer,"ai, design patterns, django, go, mongodb, python, r, rest, system design"
481,PHP Developer,"ai, apache, clean code, communication, computer vision, confluence, couchdb, css, git, github, go, html, java, javascript, jenkins, ml, mysql, objective-c, php, r, rest, restful, scikit-learn, soap, sql, unix"
482,DevOps Engineer,".net, ai, asp.net, devops, next.js, node.js, nodejs, r, react.js, vue.js"
483,Machine Learning,"ai, artificial intelligence, dl, express, expressjs, less, machine learning, r"
484,PHP Developer,"ai, ajax, amazon web services, architecture, bitbucket, chai, communication, css, cybersecurity, data warehouse, dl, git, github, github actions, gitlab, gitlab ci, go, html, illustrator, java, javascript, junit, laravel, lua, ml, php, power bi, powershell, r, rust, scikit-learn, security, solidity, sqlite, unit testing, vite, web3, webpack, websocket"
485,DevOps Engineer,"amazon web services, data warehouse, devops, illustrator, lua, power bi, powershell, r, rust, web3, webpack, websocket"
486,Java Developer,".net, agile, ai, amazon web services, analytical, android, angular, angularjs, apache, apache spark, architecture, artificial intelligence, asp.net, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data warehouse, dl, docker, elasticsearch, gcp, github actions, gitlab ci, google cloud, grpc, html, huggingface, ionic, java, javascript, kubernetes, machine learning, mercurial, microservices, ml, mocha, mysql, natural language processing, networking, neural networks, node.js, nodejs, objective-c, oop, opencv, oracle, php, power bi, powershell, problem solving, python, pytorch, r, react, react native, react.js, reactjs, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, spacy, sql, statistics, swift, tcp/ip, typescript, web3, webpack, websocket, xml"
487,Django Developer,"ai, analytical, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, django, dl, flask, git, go, natural language processing, networking, neural networks, problem solving, python, r, svn, teamwork, terraform, transformers"
488,iOS Developer,"agile, ai, amazon web services, analytical, architecture, automation testing, bitbucket, clean code, communication, cybersecurity, data warehouse, design patterns, git, github, github actions, gitlab, gitlab ci, go, illustrator, integration testing, ios, junit, microservices, power bi, powershell, r, rust, scikit-learn, scrum, security, solid, solidity, sqlite, system design, unit testing, vite, web3, webpack, websocket"
489,Wordpress Developer,"api, apis, architecture, css, go, html, java, javascript, ml, mysql, networking, neural networks, php, r, sql, teamwork"
490,Node js developer,"ai, amazon web services, data analysis, data engineering, data pipeline, data visualization, data warehouse, power bi, powershell, r, web3, webpack, websocket"
491,Database Administrator,"ai, go, r, sharepoint"
492,Full Stack Developer,".net, ai, android, bootstrap, communication, dl, git, go, html, java, javascript, jquery, laravel, ml, objective-c, photoshop, php, r, rest, solid, sql, sql server, svn, swift"
493,iOS Developer,"data warehouse, go, illustrator, ios, objective-c, r, rust, swift"
494,Full Stack Developer,".net, agile, ai, analytical, api, css, html, java, javascript, jquery, ml, r, security, sql, sql server"
495,Django Developer,"agile, ai, amazon web services, architecture, automation testing, aws, communication, design patterns, django, dl, erp, git, go, integration testing, less, microservices, natural language processing, objective-c, power bi, powershell, pytest, python, r, rest, rust, scala, scikit-learn, security, system design, unit testing, web3, webpack, websocket"
496,PHP Developer,"amazon web services, css, dl, html, java, javascript, ml, php, power bi, powershell, r, web3, webpack, websocket"
497,Django Developer,"aws, bootstrap, communication, data engineering, django, git, go, python, r, scala, teamwork, unit testing"
498,Flutter Developer,"amazon web services, api, firebase, flutter, power bi, powershell, r, web3, webpack, websocket"
499,Full Stack Developer,"ai, architecture, data visualization, dl, go, java, javascript, linux, nuxt, python, qa, r, ruby, security"
500,Wordpress Developer,"ai, api, apis, architecture, css, git, go, html, java, javascript, jquery, json, laravel, mercurial, ml, mysql, php, r, rest, restful, scala, sql, svn, unit testing, xml"
501,Wordpress Developer,"ai, amazon web services, api, apis, architecture, bitbucket, css, cybersecurity, dl, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, jquery, json, junit, ml, networking, neural networks, php, power bi, powershell, r, rest, restful, scikit-learn, security, solidity, sqlite, teamwork, unit testing, vite, web3, webpack, websocket, xml"
502,PHP Developer,"agile, ai, ajax, apache, api, apis, css, design patterns, go, html, java, javascript, jquery, linux, mercurial, ml, mysql, perl, php, r, redis, rest, rest api, shell, sql, transformers, xml"
504,Full Stack Developer,"ai, architecture, aws, go, java, javascript, r"
505,Node js developer,"ai, ajax, amazon web services, analytical, api, aws, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, express, go, graphql, html, integration testing, java, javascript, ml, mongodb, node.js, nodejs, objective-c, power bi, powershell, problem solving, r, scala, scikit-learn, security, sql, typescript, unit testing, web3, webpack, websocket"
506,iOS Developer,"ai, amazon web services, api, apis, css, elasticsearch, ios, objective-c, power bi, powershell, r, react, react native, rest, restful, statistics, svn, swift, swiftui, web3, webpack, websocket"
507,Wordpress Developer,"architecture, bitbucket, cybersecurity, dl, git, github, github actions, gitlab, gitlab ci, junit, r, scikit-learn, security, solidity, sqlite, unit testing, vite"
508,Machine Learning,"ai, angular, apache, apache spark, architecture, c++, go, java, javascript, machine learning, pandas, python, r, rest, scala, spark, statistics, swift, swiftui"
509,Network Administrator,"ai, amazon web services, dl, microservices, natural language processing, power bi, powershell, r, rest, web3, webpack, websocket"
510,Machine Learning,"agile, ai, amazon web services, api, architecture, artificial intelligence, cassandra, communication, confluence, dart, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, go, hadoop, hive, kafka, lua, machine learning, microservices, ml, mongodb, natural language processing, nlp, oop, pandas, power bi, powershell, python, r, scala, scikit-learn, spark, sql, statistics, system design, tableau, web3, webpack, websocket"
511,Django Developer,"ai, amazon web services, api, apis, architecture, aws, bitbucket, communication, cybersecurity, data warehouse, django, git, github, github actions, gitlab, gitlab ci, go, html, illustrator, java, javascript, jira, junit, ml, mongodb, mysql, objective-c, power bi, powershell, python, r, rest, restful, rust, scikit-learn, security, solidity, sql, sqlite, teamwork, terraform, transformers, unit testing, vite, web3, webpack, websocket"
512,Django Developer,"architecture, bitbucket, clean code, cybersecurity, django, git, github, github actions, gitlab, gitlab ci, go, junit, python, r, scikit-learn, security, solidity, sqlite, unit testing, vite"
513,Node js developer,"angular, api, apis, communication, express, go, java, javascript, mongodb, mysql, node.js, oop, r, react, rest, restful, sql"
514,Backend Developer,"angular, api, aws, go, google cloud, php, r, rest, soap, sql"
515,PHP Developer,"api, apis, clean code, communication, computer vision, confluence, couchdb, go, ios, jquery, json, laravel, mysql, objective-c, php, problem solving, r, rest, rest api, scala, scikit-learn, sql"
516,iOS Developer,"adobe xd, agile, ai, airflow, ajax, amazon web services, analytical, android, angular, angularjs, ansible, apache, apache spark, api, apis, architecture, artificial intelligence, asana, asp.net, automation testing, aws, azure, babel, bash, bdd, bert, bitbucket, blockchain, bootstrap, cassandra, chai, ci/cd, circleci, clean code, communication, computer vision, couchdb, cybersecurity, dart, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, django, dynamodb, elasticsearch, fastapi, figma, firebase, flask, gatsby, git, github, github actions, gitlab, gitlab ci, golang, graphql, hadoop, hive, huggingface, illustrator, integration testing, ionic, ios, java, javascript, jenkins, jira, junit, kafka, kanban, keras, kotlin, kubernetes, laravel, leadership, less, linux, lua, machine learning, mariadb, matlab, matplotlib, mercurial, microservices, mocha, mongodb, natural language processing, networking, neural networks, nginx, oauth, objective-c, oracle, pandas, power bi, problem solving, pyspark, qa, r, rails, react, react native, react.js, reactjs, redis, rest api, ruby, ruby on rails, salesforce, sap, sass, scala, scikit-learn, scipy, seaborn, security, selenium, sharepoint, sklearn, soap, solid, solidity, spacy, spark, spring, spring boot, sqlite, statistics, swift, swiftui, system design, tableau, tailwind, tcp/ip, teamwork, terraform, transformers, typescript, unit testing, unix, vagrant, vite, web3, webpack, websocket, xamarin"
517,JavaScript Developer,"ai, amazon web services, architecture, bitbucket, css, cybersecurity, git, github, github actions, gitlab, gitlab ci, html, java, javascript, junit, ml, power bi, powershell, r, react, react native, reactjs, rest, scala, scikit-learn, security, solidity, sqlite, swiftui, unit testing, vite, web3, webpack, websocket"
518,Java Developer,"ai, amazon web services, analytical, architecture, communication, deep learning, git, go, java, machine learning, oop, power bi, powershell, r, spring, sql, web3, webpack, websocket"
519,Full Stack Developer,".net, agile, ai, asp.net, express, go, less, next.js, node.js, r, react.js, scala, scrum, vue.js"
520,Flutter Developer,"ai, amazon web services, angular, communication, dl, flutter, go, ionic, java, kotlin, power bi, powershell, r, react, react native, swift, web3, webpack, websocket"
521,Software Engineer,"ai, amazon web services, automation testing, devops, erp, go, integration testing, leadership, linux, networking, neural networks, power bi, powershell, python, r, rest, unit testing, web3, webpack, websocket"
522,iOS Developer,"ai, amazon web services, api, apis, design patterns, git, ios, mercurial, objective-c, power bi, powershell, problem solving, r, rest, restful, svn, swift, swiftui, system design, web3, webpack, websocket"
523,Network Administrator,"ai, amazon web services, ansible, architecture, automation testing, aws, azure, bitbucket, communication, computer vision, cybersecurity, data engineering, design patterns, dl, erp, git, github, github actions, gitlab, gitlab ci, go, golang, http, https, ios, javascript, junit, microservices, natural language processing, networking, neural networks, objective-c, oop, r, react native, redis, scala, scikit-learn, security, solidity, sqlite, ssl, system design, tcp/ip, teamwork, typescript, unit testing, vite"
524,JavaScript Developer,"agile, ai, amazon web services, architecture, aws, azure, bitbucket, css, cybersecurity, data warehouse, design patterns, devops, docker, erp, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, hadoop, html, illustrator, ios, java, javascript, jenkins, junit, kubernetes, microservices, ml, mysql, objective-c, oop, oracle, postgres, postgresql, power bi, powershell, r, react, rest, rust, sap, scala, scikit-learn, security, solid, solidity, spring, spring boot, sql, sql server, sqlite, swiftui, system design, unit testing, unix, vite, web3, webpack, websocket"
525,iOS Developer,"ai, api, architecture, go, ios, networking, objective-c, r, sql, sqlite, swift"
526,PHP Developer,"amazon web services, design patterns, http, https, mysql, php, power bi, powershell, r, rest, sql, system design, web3, webpack, websocket"
527,Machine Learning,"ai, amazon web services, api, architecture, artificial intelligence, bitbucket, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, devops, docker, git, github, github actions, gitlab, gitlab ci, go, http, https, illustrator, java, junit, kubernetes, less, machine learning, microservices, networking, neural networks, power bi, powershell, python, r, rust, scikit-learn, security, solidity, sqlite, teamwork, terraform, unit testing, vite, web3, webpack, websocket"
528,Backend Developer,"ai, ajax, amazon web services, api, apis, architecture, aws, css, design patterns, html, java, javascript, linux, ml, mysql, networking, neural networks, oop, php, r, rest, soap, solid, sql, teamwork"
529,Java Developer,".net, ai, amazon web services, analytical, android, angular, apache, apache spark, architecture, artificial intelligence, asp.net, automation testing, aws, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, design patterns, devops, docker, elasticsearch, etl, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, grpc, huggingface, integration testing, ionic, java, javascript, junit, less, machine learning, mercurial, microservices, ml, mocha, natural language processing, next.js, node.js, objective-c, opencv, oracle, pandas, php, power bi, powershell, python, pytorch, r, react, react native, react.js, reactjs, rest, ruby, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, solidity, spacy, sqlite, statistics, system design, tailwind, tcp/ip, typescript, unit testing, vite, vue, vue.js, web3, webpack, websocket"
530,Java Developer,".net, ai, amazon web services, api, architecture, asp.net, automation testing, bitbucket, cybersecurity, data warehouse, dl, erp, figma, git, github, github actions, gitlab, gitlab ci, go, google cloud, integration testing, java, junit, lua, natural language processing, next.js, node.js, nosql, power bi, powershell, r, react.js, scala, scikit-learn, security, solidity, sql, sqlite, teamwork, terraform, transformers, unit testing, vite, vue.js, web3, webpack, websocket"
531,Database Administrator,"ai, analytical, communication, dl, go, networking, neural networks, r, rest, teamwork"
534,Java Developer,"agile, ai, amazon web services, architecture, artificial intelligence, automation testing, bootstrap, clean code, computer vision, confluence, css, dl, html, integration testing, java, javascript, jquery, laravel, ml, mysql, oop, opencv, php, postgres, power bi, powershell, r, sql, unit testing, vue, vuejs, web3, webpack, websocket"
535,Flutter Developer,"agile, amazon web services, android, angular, apache, apache spark, chef, css, dart, ethereum, flutter, git, go, html, ios, ml, mysql, node.js, postgres, postgresql, power bi, powershell, r, security, shell, sql, web3, webpack, websocket"
536,Machine Learning,"ai, analytical, api, automation testing, aws, azure, cassandra, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, git, go, google cloud, hadoop, hive, integration testing, ios, java, javascript, json, leadership, machine learning, matlab, natural language processing, neural networks, oop, problem solving, pytest, python, r, rest, sass, scala, shell, spark, sql, statistics, unit testing"
537,Django Developer,"ai, amazon web services, clean code, css, django, git, go, html, linux, microservices, ml, postgres, postgresql, power bi, powershell, python, r, react, rest, sql, web3, webpack, websocket"
538,Machine Learning,"agile, ai, airflow, amazon web services, analytical, android, ansible, apache, api, apis, architecture, artificial intelligence, automation testing, aws, bitbucket, blockchain, c++, chai, ci/cd, circleci, communication, computer vision, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, dl, docker, dynamodb, elasticsearch, erp, fastapi, figma, firebase, git, github, github actions, gitlab, gitlab ci, go, hadoop, hive, huggingface, illustrator, integration testing, ionic, ios, java, javascript, jenkins, jira, junit, kafka, kotlin, leadership, linux, machine learning, mariadb, matplotlib, mercurial, microservices, natural language processing, networking, nginx, nodejs, nosql, objective-c, oop, power bi, powershell, problem solving, python, r, rails, react native, redis, rest, rest api, ruby on rails, rust, scala, scikit-learn, scipy, security, selenium, sharepoint, solid, solidity, spark, spring, spring boot, sql, sqlite, statistics, swift, swiftui, system design, tailwind, tcp/ip, typescript, unit testing, unix, vite, web3, webpack, websocket, xamarin"
539,Machine Learning,"c++, go, machine learning, natural language processing, python, r, sql, statistics"
540,Flutter Developer,"amazon web services, android, api, apis, design patterns, dl, firebase, flutter, json, power bi, powershell, r, rest, rest api, sap, solid, swiftui, web3, webpack, websocket"
541,JavaScript Developer,"ai, ajax, amazon web services, angular, architecture, automation testing, bitbucket, css, cybersecurity, dl, git, github, github actions, gitlab, gitlab ci, go, html, integration testing, java, javascript, junit, ml, nodejs, power bi, powershell, pytest, r, react, scala, scikit-learn, security, solidity, sqlite, swiftui, unit testing, vite, vue, web3, webpack, websocket"
542,Full Stack Developer,"agile, ai, apache, architecture, communication, css, erp, html, java, javascript, jira, jquery, ml, mysql, nginx, r, sql, unix"
543,Machine Learning,".net, agile, ai, amazon web services, analytical, angular, apache, apache spark, api, apis, architecture, artificial intelligence, asp.net, aws, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data pipeline, data warehouse, design patterns, docker, elasticsearch, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, grpc, huggingface, illustrator, ionic, java, javascript, json, junit, keras, lua, machine learning, mercurial, microservices, ml, mocha, mongodb, mysql, natural language processing, nosql, objective-c, opencv, oracle, power bi, powershell, python, pytorch, r, react, react native, react.js, reactjs, rest, rest api, rust, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, solidity, spacy, sql, sql server, sqlite, statistics, system design, tcp/ip, tensorflow, typescript, unit testing, vite, web3, webpack, websocket"
544,Django Developer,"ai, amazon web services, angularjs, api, apis, architecture, automation testing, aws, bitbucket, bootstrap, clean code, communication, computer vision, confluence, css, cybersecurity, data visualization, django, dl, expressjs, git, github, github actions, gitlab, gitlab ci, go, html, integration testing, ionic, java, json, junit, machine learning, ml, mongodb, mysql, next.js, nextjs, node.js, nodejs, pytest, python, r, react.js, reactjs, rest, ruby on rails, scala, scikit-learn, security, solidity, sql, sqlite, unit testing, vite, vue.js, vuejs"
545,Django Developer,"amazon web services, architecture, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, django, go, html, java, javascript, ml, mysql, postgres, power bi, powershell, python, r, scala, security, solid, sql, web3, webpack, websocket"
546,Network Administrator,"ai, amazon web services, communication, google cloud, linux, lua, r, security, teamwork"
547,Flutter Developer,"ai, android, api, apis, architecture, artificial intelligence, bitbucket, ci/cd, circleci, clean code, communication, cybersecurity, dart, design patterns, firebase, flutter, git, github, github actions, gitlab, gitlab ci, go, google cloud, graphql, integration testing, ios, java, javascript, json, junit, mysql, nosql, r, rest, rest api, scikit-learn, scipy, security, soap, solidity, sql, sqlite, unit testing, vite"
548,Wordpress Developer,"adobe xd, ai, automation testing, babel, bert, css, cybersecurity, go, html, huggingface, integration testing, java, javascript, kubernetes, ml, mysql, php, r, sql, unit testing"
549,Full Stack Developer,".net, agile, ai, android, architecture, asp.net, communication, css, go, html, java, javascript, ml, next.js, node.js, oracle, qa, r, react, react.js, spring, sql, vue.js"
550,Database Administrator,"adobe xd, ai, amazon web services, android, angular, angularjs, architecture, automation testing, azure, bdd, bitbucket, cassandra, ci/cd, clean code, communication, computer vision, confluence, couchdb, cybersecurity, dart, data analysis, data engineering, data pipeline, data visualization, data warehouse, deep learning, design patterns, devops, django, dl, docker, dynamodb, erp, ethereum, flutter, github, github actions, go, google cloud, hadoop, huggingface, illustrator, jquery, junit, kubernetes, leadership, linux, lua, mariadb, mercurial, mongodb, natural language processing, neural networks, node.js, nodejs, numpy, nuxt, oauth, pandas, problem solving, puppet, r, redis, rest, restful, ruby, ruby on rails, rust, scrum, security, selenium, solid, solidity, swiftui, system design, tableau, tailwind, tdd, uml, unit testing, unix, vue, vue.js, vuejs"
551,Wordpress Developer,"aws, data pipeline, dl, figma, illustrator, networking, neural networks, php, r, teamwork"
552,Backend Developer,".net, agile, amazon web services, analytical, apache, apache spark, api, architecture, artificial intelligence, asp.net, bitbucket, blockchain, c#, c++, cassandra, chai, chef, ci/cd, circleci, clean code, communication, computer vision, confluence, couchdb, crm, css, cybersecurity, cypress, data warehouse, design patterns, dl, docker, elasticsearch, erp, gcp, git, github, github actions, gitlab, gitlab ci, go, google cloud, grpc, huggingface, illustrator, ionic, ios, javascript, junit, machine learning, mercurial, microservices, mocha, natural language processing, objective-c, opencv, oracle, power bi, powershell, pytorch, r, react, react native, react.js, reactjs, rest, restful, rust, salesforce, scala, scikit-learn, scipy, scrum, security, sketch, solidity, spacy, sql, sql server, sqlite, statistics, system design, tcp/ip, typescript, unit testing, vite, web3, webpack, websocket"
553,PHP Developer,"ai, amazon web services, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, git, html, integration testing, java, javascript, laravel, ml, nosql, objective-c, php, power bi, powershell, r, scala, scikit-learn, security, sql, web3, webpack, websocket"
554,Network Administrator,"linux, natural language processing, networking, neural networks, r, teamwork"
555,Flutter Developer,"amazon web services, android, flutter, java, javascript, power bi, powershell, r, react, react native, rest, restful, web3, webpack, websocket"
556,iOS Developer,"api, git, go, ios, json, objective-c, oop, r, solid, swift"
557,Full Stack Developer,".net, ai, angular, angularjs, api, architecture, automation testing, azure, bitbucket, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, dl, ethereum, flutter, github, github actions, go, google cloud, html, huggingface, illustrator, ios, java, javascript, jquery, junit, kubernetes, less, linux, lua, mercurial, ml, natural language processing, neural networks, numpy, nuxt, oauth, puppet, r, restful, ruby, ruby on rails, rust, scala, scrum, security, selenium, solid, sql, sql server, swiftui, tableau, uml, unit testing, unix, vue, vue.js, vuejs"
558,Java Developer,".net, agile, ai, ajax, amazon web services, analytical, angular, api, apis, architecture, bitbucket, css, cybersecurity, data warehouse, design patterns, docker, erp, git, github, github actions, gitlab, gitlab ci, html, huggingface, illustrator, java, javascript, jquery, junit, microservices, ml, node.js, nosql, php, power bi, powershell, r, rails, react, react native, react.js, rest, restful, ruby on rails, rust, scikit-learn, security, soap, solidity, spring, spring boot, sql, sqlite, system design, tailwind, teamwork, unit testing, vite, web3, webpack, websocket"
559,iOS Developer,"amazon web services, api, apis, data engineering, design patterns, ios, lua, networking, neural networks, objective-c, power bi, powershell, r, system design, teamwork, web3, webpack, websocket"
560,JavaScript Developer,"agile, ai, amazon web services, api, bdd, communication, go, graphql, java, ml, mongodb, neo4j, nosql, power bi, powershell, python, r, scrum, solid, sql, swiftui, tdd, web3, webpack, websocket"
561,Machine Learning,"ai, design patterns, ml, r, system design"
562,Backend Developer,"agile, ai, amazon web services, api, apis, architecture, bitbucket, cybersecurity, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, git, github, github actions, gitlab, gitlab ci, go, hadoop, illustrator, junit, mongodb, natural language processing, numpy, oop, pandas, power bi, powershell, python, r, rust, scikit-learn, security, solidity, sql, sqlite, unit testing, vite, web3, webpack, websocket"
563,Machine Learning,"ai, analytical, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, erp, etl, go, hadoop, hive, java, lua, machine learning, oop, oracle, python, r, salesforce, scala, spark, sql, tableau"
564,DevOps Engineer,"ai, amazon web services, android, apache, architecture, aws, bitbucket, cybersecurity, design patterns, devops, dl, git, github, github actions, gitlab, gitlab ci, go, ios, junit, linux, mysql, networking, neural networks, power bi, powershell, r, scikit-learn, security, solidity, sql, sqlite, ssl, system design, teamwork, unit testing, vite, web3, webpack, websocket"
565,Software Engineer,"agile, ai, amazon web services, apache, architecture, clean code, data warehouse, design patterns, dl, go, illustrator, java, junit, lua, microservices, mysql, nosql, power bi, powershell, r, rest, rust, scala, soap, spring, sql, web3, webpack, websocket"
566,Network Administrator,"amazon web services, power bi, powershell, r, web3, webpack, websocket"
567,Database Administrator,"ai, communication, dl, go, http, leadership, problem solving, r"
568,Database Administrator,"ai, communication, go, r, security"
569,PHP Developer,"analytical, api, bitbucket, git, go, laravel, microservices, mysql, oauth, objective-c, php, problem solving, r, rest, restful, scikit-learn, sql, unit testing"
570,Wordpress Developer,"ai, ajax, amazon web services, angular, api, apis, architecture, bitbucket, bootstrap, css, cybersecurity, git, github, github actions, gitlab, gitlab ci, go, html, java, javascript, jquery, json, junit, ml, mysql, objective-c, php, power bi, powershell, r, react, rest, restful, scikit-learn, security, solidity, sql, sqlite, unit testing, vite, vue, web3, webpack, websocket, xml"
571,Java Developer,"agile, ai, amazon web services, analytical, angular, automation testing, aws, communication, data analysis, data warehouse, design patterns, dl, erp, git, go, html, illustrator, integration testing, java, javascript, jenkins, leadership, linux, lua, ml, networking, neural networks, pytest, r, rust, spring, springboot, sql, tdd, teamwork, unit testing, xml"
572,Software Engineer,"ai, amazon web services, api, apis, architecture, automation testing, azure, bitbucket, clean code, cybersecurity, data analysis, data engineering, design patterns, dl, erp, git, github, github actions, gitlab, gitlab ci, go, hadoop, integration testing, ios, junit, less, machine learning, ml, natural language processing, oop, power bi, powershell, r, scala, scikit-learn, security, solidity, spark, sql, sqlite, system design, unit testing, vite, web3, webpack, websocket"
573,Full Stack Developer,"agile, ai, analytical, angular, angularjs, architecture, automation testing, azure, bitbucket, communication, computer vision, confluence, couchdb, cybersecurity, data visualization, data warehouse, ethereum, express, flutter, git, github, github actions, google cloud, html, huggingface, illustrator, java, javascript, jquery, junit, kubernetes, linux, lua, machine learning, mercurial, ml, mysql, natural language processing, neural networks, nosql, numpy, nuxt, oauth, php, problem solving, puppet, python, r, react, reactjs, rest, restful, ruby, ruby on rails, rust, scrum, security, selenium, sql, swiftui, tableau, teamwork, uml, unit testing, unix, vue, vue.js, vuejs"
574,Node js developer,"angularjs, css, express, expressjs, git, go, java, javascript, json, next.js, nextjs, node.js, nodejs, nuxt, oop, r, react, react.js, reactjs, security, vue, vue.js, vuejs"
575,Network Administrator,"ai, amazon web services, go, linux, natural language processing, networking, power bi, powershell, r, security, web3, webpack, websocket"
576,Java Developer,"agile, ai, amazon web services, angular, api, apis, architecture, automation testing, aws, chai, ci/cd, communication, css, data analysis, data engineering, data pipeline, data visualization, data warehouse, design patterns, docker, gatsby, git, go, html, integration testing, java, javascript, jenkins, jira, jquery, junit, kafka, kubernetes, microservices, ml, mysql, networking, neural networks, nextjs, oracle, postgres, postgresql, power bi, powershell, r, react, reactjs, rest, restful, scala, selenium, spring, spring boot, sql, teamwork, unit testing, unix, web3, webpack, websocket"
577,DevOps Engineer,"ai, amazon web services, aws, azure, ci/cd, clean code, communication, design patterns, devops, docker, git, go, kubernetes, power bi, powershell, r, scala, shell, system design, unix, web3, webpack, websocket"
578,Full Stack Developer,"ai, api, architecture, aws, azure, chai, communication, dl, docker, git, github, go, jira, json, r, react, react.js"
579,Full Stack Developer,"agile, ai, angular, angularjs, api, apis, architecture, automation testing, azure, bitbucket, bootstrap, communication, computer vision, confluence, couchdb, css, cybersecurity, data visualization, data warehouse, dl, ethereum, express, flutter, git, github, github actions, go, google cloud, html, huggingface, illustrator, java, javascript, jquery, junit, kubernetes, less, linux, lua, mercurial, ml, natural language processing, neural networks, node.js, numpy, nuxt, oauth, puppet, r, react, rest, restful, ruby, ruby on rails, rust, scrum, security, selenium, solid, swiftui, tableau, teamwork, uml, unit testing, unix, vue, vue.js, vuejs, webpack"
580,Software Engineer,"amazon web services, architecture, bitbucket, communication, cybersecurity, data warehouse, git, github, github actions, gitlab, gitlab ci, go, illustrator, java, jquery, json, junit, microservices, power bi, powershell, r, rest, rust, scikit-learn, security, selenium, soap, solidity, spring, sqlite, unit testing, vite, web3, webpack, websocket"
581,Machine Learning,"ai, amazon web services, communication, data analysis, data engineering, data pipeline, data visualization, data warehouse, dl, express, git, go, hadoop, illustrator, less, machine learning, natural language processing, oop, power bi, powershell, python, r, rust, sass, sql, web3, webpack, websocket"
582,Backend Developer,"laravel, python, r, rest, sap"
