id,Job Title,Summary
574,Node js developer,"Strong proficiency with JavaScript (and its modern ES6+ syntax) or CoffeeScript*. Express, StrongLoop, etc)*."
575,Network Administrator,"We are hiring Graduates and Experienced Candidates for System Administrator Position.
Responsibilities for System Administrator
Responsible for the maintenance, configuration, and reliable operation of computer systems, network servers, and virtualization
Install and upgrade computer components and software, manage virtual servers, and integrate automation processes
Troubleshoot hardware and software errors by running diagnostics, documenting problems and resolutions, prioritizing problems, and assessing the impact of issues
Provide documentation and technical specifications to IT staff for planning and implementing new or upgrades of IT infrastructure
Perform or delegate regular backup operations and implement appropriate processes for data protection, disaster recovery, and failover procedures
Lead desktop and helpdesk support efforts, making sure all desktop applications, workstations, and related equipment problems are resolved in a timely manner with limited disruptions
Responsible for capacity, storage planning, and database performance
Qualifications for System Administrator
Associate or Bachelor's degree in Computer Science, Information Technology, System Administration, or a closely related field, or equivalent experience required
3-5 years of database, network administration, or system administration experience
System administration and IT certifications in Linux, Microsoft, or other network-related fields are a plus
Working knowledge of virtualization, VMWare, or equivalent
Strong knowledge of systems and networking software, hardware, and networking protocols
Experience with scripting and automation tools
A proven track record of developing and implementing IT strategy and plans
Strong knowledge of implementing and effectively developing helpdesk and IT operations best practices, including expert knowledge of security, storage, data protection, and disaster recovery protocols
Job Type: Full-time
Salary: ₹20,000.00 - ₹25,000.00 per month
Experience:
system administration: 1 year (Required)
5: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Adugodi, Karnataka (Required)
Language:
English (Required)
Shifts:
Any (Required)
Work Remotely:
No"
576,Java Developer,"Will need to work in an Agile Development team responsible for designing, building, testing of high traffic Supply Chain platforms. MUST HAVE (to be considered as fit candidate)*
· Bachelor’s Degree in Computer Science or related field

· 4+ years’ experience in Java Application Development using Spring Boot, RESTful Microservices, Spring JPA (or other ORMs like Hibernate) for Database access

· 4+ years’ experience in JUnit Development using Mockito

· 4+ years’ experience working with AWS Cloud systems (S3 buckets, Lambda, Kubernetes scheduler)

· 4+ years’ experience with relational databases – MySQL, PostgreSQL, Oracle etc."
577,DevOps Engineer,Hands on experience in AWS/AZure. Hands on experience in CI/CD pipelines.
578,Full Stack Developer,senior full stack engineer practice engineering report director engineering flsa exempt summary working together project manager designer engineer full stack engineer responsible developing maintain awesome application client utilizing full chaione tech stack essential duty responsibility independently produce code mobile ha documented communicated trained create production-ready code mobile follow defined project architecture chaione best practice leverage latest full stack best practice code testable readable well documented deployed cloud environment work within highly effective development team complete implementation per architecture time within project parameter stakeholder ’ satisfaction create rapport communicate development decision senior/lead/sa/pm educate peer junior developer best practice aid producing confirming estimate accurate consistent achievable lead delivery high quality product competency bachelor ’ degree computer science related field 5-7 year development experience animation deployment docker ember cli aws heroku azure analytics flurry amazon mobile analytics google analytics apple app analytics sentry.io continuous integration push notification configuring project receive push notification provisioning experience push service provider urban airship azure amazon sn localization & internationalization json – api ember.js ember cli ember data handlebar react.js flux redux npm yarn chaione tool stack github jira postman good written & verbal communication skill anjular.js plus predix certification plus take chaionenaut ? chaione tight-knit bunch creative curious passionate people reason know 'd love ’ work flexible social work environment 'll solve challenging meaningful problem worth solving ’ explore cutting edge technology harness power transform way business operate please note job description designed cover contain comprehensive listing activity duty responsibility required employee job duty responsibility activity may change time without notice
579,Full Stack Developer,fueled fundamental belief access financial service creates opportunity paypal nasdaq pypl committed democratizing financial service empowering people business join thrive global economy open digital payment platform give paypal ’ 237 million active account holder confidence connect transact new powerful way whether online mobile device app person combination technological innovation strategic partnership paypal creates better way manage move money offer choice flexibility sending payment paying getting paid available 200 market around world paypal platform including braintree venmo xoom enables consumer merchant receive money 100 currency withdraw fund 56 currency hold balance paypal account 25 currency applying job required create account already created account - click sign creating account allow follow progress application note provide full legal first name/family name capitalize first letter first last name example john smith n't capitalize entire first and/or last name example john smith note use correct grammar name multiple case example mcdonald o'connell provide full address detail resume required multiple attachment uploaded including resume cover letter application job description summary want join team journey conquer business business segment awesome market opportunity ha potential bring thousand new customer paypal know take create great experience simplify onboarding experience ? job description day day write web application code following best practice accessibility internationalization instrumentation partner closely design & product craft great product experience craft wo man encourage code craftsmanship across team deliver code agile team environment assist application deployment cloud environment drive innovation rapid prototyping iterative development qualification passionate customer focus understanding business impact drive system improvement 3+ year javascript application design testing experience solid knowledge web application framework react node.js solid experience building application top restful apis 3+ year experience web frontend technology html5 css3 webpack le bootstrap jquery/dojo/yui 2 + year experience javascript templating engine dust mustache etc solid knowledge algorithm design pattern experience cross-browser cross-platform design constraint web experience developing automated unit integration functional test suite strong desire learn push envelope share knowledge others minimum 5 year work experience required b.s equivalent degree computer science desired relocation available subsidiary paypal travel percent 0 primary location san jose california united state america additional location bachelor degree equivalent computer engineering 're purpose-driven company whose belief foundation conduct business every day hold one team behavior demand hold highest ethical standard empower open diverse workplace strive treat everyone touched business dignity respect employee challenge status quo ask question find solution want break barrier financial empowerment join u change way world defines financial freedom paypal provides equal employment opportunity eeo person regardless age color national origin citizenship status physical mental disability race religion creed gender sex pregnancy sexual orientation gender identity and/or expression genetic information marital status status regard public assistance veteran status characteristic protected federal state local law addition paypal provide reasonable accommodation qualified individual disability
580,Software Engineer,"Company Overview


At Motorola Solutions, we create technologies our customers refer to as their lifeline. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security."
581,Machine Learning,"Analyze data to identify trends, perform root cause analysis and test hypotheses. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
582,Backend Developer,"Opening of Backend Developer in IT Company Delhi
Skills Required: Very strong understanding and hands-on in WordPress, Laravel, Python.
Interested Candidates Can Send Their Resume To Whatsapp number: 9212306116
For any queries, please contact: 9212306116, 8860646116
Thanks, Regard
Hr Team:
Web Infomatrix Pvt Ltd
B-68, 2nd Floor, 40 FT Road
Chanakya Place, C-1 Janakpuri
New Delhi -110059
Job Type: Full-time
Salary: ₹15,000.00 - ₹35,000.00 per month
Schedule:
Day shift
Experience:
total work: 1 year (Required)"
583,Full Stack Developer,overview perficient ’ deliver mission-critical technology business solution fortune 500 company recognized brand planet ’ cutting-edge technology thanks close partnership world ’ biggest vendor network office across north america well location india china give opportunity spread wing ’ proud publicly recognized “ top workplace ” year year due small part entrepreneurial attitude collaborative spirit set u apart keep colleague impassioned driven fulfilled perficient currently ha career opportunity java developer detroit market contribute cloud engagement opportunity grow skill trained cutting edge technology full- time opportunity competitive salary bonus full benefit java developer participate aspect software development lifecycle includes estimating technical design implementation documentation testing deployment support application developed client member working team environment work solution architect developer interpretation/translation wireframes creative design functional requirement subsequently technical design responsibility responsible implementing part technical solution client accordance agreed upon technical design occasionally responsible providing detailed technical design enterprise solution understands broad spectrum technology order provide part detailed technical design meet customer requirement often lead small-to-medium technical project work direction project/technical manager customer nominated representative liaises solution architect appropriate provides technical support input application technology defined business segment provides advice solution integration opportunity defined segment provides technical leadership specific integration activity part engagement provides planning design support development solution architecture implemented multiple system environment qualification least four year professional experience bachelor computer science equivalent degree ; without degree three additional year relevant professional experience 3-5 year experience core java & j2ee experience spring framework spring boot microservices plus experience working agile environment test driven development tdd experience preferred experience cloud technology pivotal ibm bluemix amazon web service aws google cloud platform gcp plus experienced continuous integration continuous deployment ci/cd methodology preferred strong debugging problem solving investigative skill ability assimilate disparate information log file error message etc pursue lead find root cause problem able communicate present complex issue assurance confidence demonstrates use consulting skill including questioning listening idea development permission rapport influencing perficient full-time employee receive complete competitive benefit offer collaborative work environment competitive compensation generous work/life opportunity outstanding benefit package includes paid time plus holiday addition colleague eligible number reward recognition program including billable bonus opportunity encouraging healthy work/life balance providing colleague great benefit part make perficient great place work perficient perficient leading digital transformation consulting firm serving global 2000 enterprise customer throughout north america unparalleled information technology management consulting creative capability perficient perficient digital agency deliver vision execution value outstanding digital experience business optimization industry solution work enables client improve productivity competitiveness ; grow strengthen relationship customer supplier partner ; reduce cost perficient 's professional serve client network office across north america offshore location india china traded nasdaq global select market perficient member russell 2000 index & p ; smallcap 600 index _perficient equal opportunity employer qualified applicant receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law._ _disclaimer _ _the statement intended complete statement job content rather act guide essential function performed employee assigned classification management retains discretion add change duty position time._ li-js1
584,Database Administrator,contract administrator responsible preparation interstate intrastate transportation storage contract well maintenance integrity contractual data contract system ensure compliance regulatory requirement entry-level position requires individual still learning apply theoretical professional concept technique field job contributes completion project performs relatively standard process task develops solution routine problem finite scope performs limited use application technical standard principle theory concept technique participates complex project task guidance direction supervisor senior professional essential duty & responsibility develop understanding standard contract interstate intrastate transportation storage assigned customer review interpret accurately describe modification standard non-standard natural gas pipeline construction operation service contract partner commercial legal clarify revise finalize contract verbiage develop working knowledge naesb standard apply standard current process procedure assist customer account varying demanding service requirement calculate credit exposure gather approval required party ensure proper approval collected contract line company policy maintain track status contract document coordinate customer ensure contract executed prior gas flow maintain accurate rate point contract volume pertinent information transactional database prepare file post negotiated rate contract compliance negotiated rate compliance plan ensure accurate timely transactional posting assigned account partner customer implement e-contracting applicable service work customer creating capacity release transaction online awarding release obtain agency/asset manager authorization agreement update pertinent information database prepare obtain edi trading partner agreement electronic access agreement miscellaneous agreement partner customer processing name change assignment responsible ensuring accuracy data assigned customer index customer quarterly filing voluntary consent weekly posting coordinate multiple department provide internal external customer information regarding invoicing contractual data ad-hoc report act point contact customer commercial question related obtaining service contract interpretation tariff soc regulation policy procedure balance work demand fast-paced environment frequently changing priority still offering highest level customer service minimum education & experience bachelor ’ degree business related field lieu degree six 6 year ’ directly related experience considered knowledge skill ability ability acquire knowledge ferc order requirement ability acquire knowledge naesb standard general understanding contractual agreement type contract verbiage underlying economic value product service risk obligation ability apply broad knowledge principle practice procedure contract management accounting auditing and/or transactional software system ability demonstrate effective oral written communication skill ability demonstrate strong analytical skill ability demonstrate strong customer service skill ability provide accurate timely information strict time constraint ability prioritize schedule task pay attention detail demonstrate good organizational skill proficient microsoft office suite ability work successfully team environment physical requirement sedentary light work exerting 10 pound force occasionally and/or negligible amount force frequently lift carry push pull otherwise move object ability view computer screen sit stand walk extended period time ability operate computer copy machine fax machine calculator telephone miscellaneous office equipment working condition ability produce quality work fast-paced environment high daily pressure meet deadline ability work non-standard work hour needed required meet established deadline ability work indoors office environment regardless whether cubicle open office private office ability carry cell phone on-call respond call-out potentially including night weekend holiday ability respond emergency call and/or call-out return work duty subject normal noise level ind
585,Software Engineer,"Develop technical documentation for software architecture, design, and verification plans. Define and develop software requirements, architectures and designs suited or fault-tolerant systems."
586,Network Administrator,"Administer and maintain email systems
- Monitor performance and mail routing
- Monitor messaging infrastructure and server usage
- Create and maintain user accounts
- Maintain security protocols and implementation
- First level support and troubleshooting for email related issues
-At Least 1 Years of experience and knowledge of:
- Linux
- Mail Servers & MTAs
- Mail Server Configurations
Installing and configuring software, hardware and networks. Monitoring system performance and troubleshooting issues."
587,iOS Developer,"Experience: 2-4 years
Location: Pune Bangalore

Requirements:
Design and build advanced applications for the native iOS platform
Collaborate with cross-functional teams to define, design, and ship new features. Skills:
Proficient with Objective-C and/or Swift, Cocoa Touch
Experience with iOS frameworks such as Core Data, Core Animation, etc."
588,PHP Developer,"2+ Years Experience in PHP Codeingitor
Angular Mobile Frame experience is good.

Job Type: Full-time

Salary: ₹15,000.00 - ₹35,000.00 per month

Experience:
* PHP: 2 years (Required)
* Front End: 1 year (Preferred)"
590,Java Developer,Salient CRGT is an Equal Opportunity Employer. Salient CRGT is an Equal Opportunity Employer.
591,Software Engineer,"We’re Siemens. All employment decisions at Siemens are based on qualifications, merit and business need."
592,Full Stack Developer,grow developer building thing matter groupon 're using global technology team bring back excitement local retail groupon local experience local restaurant ; local nightlife ; local shopping spend day developing tool platform experience help small business thrive local community might look like ordinary ecommerce app surface ’ using cutting edge technology build product regularly positively impact life 50 million people hundred thousand small business owner dynamic pricing team drive one groupon 's important goal - competitive pricing connect data science team customer business user ensure deal see groupon unbeatable pricing build service power many million page view per minute hundred thousand price change day also build application feature allow internal user manage pricing setup special sale campaign ambition drive want road map company know scale want talk 're looking great technology developer hack variety product aimed making customer ’ small business ’ life easier happier work small self-managing collaborative agile team team product designer implement stuff quickly key responsibility work directly product manager engineer build feature improve effectiveness pricing able work mostly independently actively seek feedback user product manager take ownership application ’ feature end-to-end able drive feature design automated test code refactoring way delivery strong advocate best design practice participate highly-collaborative engineering team ; passionate sharing idea constantly improve work culture product build requirement b computer science related field equivalent experience 4+ year professional software development experience front-end backend development platform javascript experience - especially using ember node highly preferred experience java scala plus experience relational database system mysql postgres 're willing excited learn new technology including java clojure scala ember.js nice experience working hadoop/hive must able work open environment chicago office
593,PHP Developer,"We have an urgent opening for PHP Developer with minimum 2+ years of web development experience in PHP & MySQL with strong knowledge of OOPs concepts and any PHP Framework. Technical Abilities
1) 2+ Years of experience in PHP & MySQL with OOP concepts
2) 2+ Years of experience in Bootstrap, jQuery, HTML5, CSS3
3) Experience in Laravel / CakePHP / CodeIgniter / Symfony / Yii will be big plus But Not Mandatory
4) Experience in WordPress / Joomla / Mangento or any other CMS will be big plus But Not Mandatory
5) Knowledge of GIT / SVN will be a big plus but not mandatory
6) Knowledge of Linux / AWS server will be a big plus but not mandatory
Key Skills
CodeIgniter, Laravel, Symfony, Yii, CakePHP, Django, WordPress, MongoDB, MySQL
Benefits & Facility
1) Flexible Working Hours
2) Alternate Saturday Off
3) Referral Bonus
4) Full Time Work From Home
5) Leave Benefits (PL, Comp Off & Public Holidays)
6) Extra Activities (Birthday Celebration, Festival Celebration & Outdoor Picnics)
7) Stress Free & Healthy Work Environment
Job Type: Full-time
Salary: ₹15,000.00 - ₹50,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Performance bonus
Experience:
Laravel: 1 year (Preferred)
CakePHP: 1 year (Preferred)
CodeIgniter: 1 year (Preferred)
Work Remotely:
Yes
Speak with the employer
+91 9879297850"
594,Full Stack Developer,evaluate creative concept define development approach together team create prototype demonstrate functionality interaction technique review wireframes design ensure interface usability regard web standard technical specification accessibility requirement build and/or recommend build interactive deliverable according approved design technical specification pros/cons using sas le etc maintain working knowledge latest technology prepared confidently present option relation project responsible aware timeliness meeting milestone deadline develop website html cs javascript modern programming language use git version control code repository develop content management system wordpress and/or drupal
595,Full Stack Developer,team ’ building customer facing platform help shopper connect collaborate agent buy home part goal ’ also developing platform learn shopper relationship 're looking creative experienced full stack software engineer design build scale platform partner closely product data science machine learning team create new product experience distributed service apis serving customer agent relationship team outstanding place build learn experiment technology perspective 'll work include java python react redux aws technology like dynamodb lambda much role believe everyone want purchase home deserves collaborate one best real estate agent industry agent relationship team ha already transformed way identify understand mean phenomenal agent home shopper ready build software power revolution million people ? 'd love hear love building across stack frontend service data infrastructure get excited learning creating something end-to-end solving whatever problem need solved lead technical architecture discussion early exploration idea deciding concrete path forward take pride building running secure reliable performant distributed service support customer world deep experience building stateless stateful backend service cloud ; service stack run aws us technology like lambda dynamodb enable rapid deployment iteration ’ excited mentor team member teach ’ learned running service production scale thrive environment belief prototype speak louder spec want create standard methodology influencing team zillow raise bar testing standard code quality maintainability growing rapidly high availability performance crucial success tremendous opportunity lead building thing right way team belief deeply operational excellence come join u b degree computer science equivalent practical experience 4+ year software development experience experience java c/c++ python experience front-end technology j html cs experience working framework like react angular yui get know u zillow group house portfolio largest vibrant real estate home-related brand web mobile mission build largest trusted vibrant home-related marketplace world zillow group owned fueled grown innovator help people make better smarter decision around thing home encourage one another every level effort supported employee-driven world-class benefit enable u enjoy life outside office building fulfilling career impact million individual every day _zillow group equal opportunity employer committed fostering inclusive innovative environment best employee therefore provide employment opportunity without regard age race color ancestry national origin religion disability sex gender identity expression sexual orientation protected status accordance applicable law preparation make help ensure comfortable positive interview experience please let u know._
596,Flutter Developer,"Jr/Sr Software Engineer
Required skills : React Native very good command & done at least 1 project
B.E / BCA / MCA / Msc. IT
Additional Perks:
1) 1st to 4th Saturday half-day(except 5th)
2) Learning session
3) Motivation Session
4) Employee Engagement Activity
5) Salary on time
6) Festival Celebration
7) Friendly environment
8) 1 Day Credit after 6months
Job Types: Full-time, Fresher
Pay: ₹12,000.00 - ₹35,000.00 per month
Schedule:
Day shift
Selection rounds:
Written test
HR Interview
Technical Interview
Industry:
Software Development"
597,Network Administrator,"Supports server, network and desktop hardware, software and applications. Knowledge of computer and/or network security systems, applications, procedures, and techniques."
598,iOS Developer,"01 - 4+ Years Experience
If you're passionate, reliable and up for the challenge and excitement of working with us, then please get in touch with below opening positions."
599,Flutter Developer,"As a Flutter Developer, you will create multi-platform apps for iOS and Android using Google's Flutter development framework. You must have a minimum of 1 years of previous experience in Flutter development."
600,Java Developer,"J.D. Description: *
We are currently looking for a PHP Developer that has strong skills in PHP / Javascript / jQuery and basic understanding of CRM systems to join our Software Development Team and help support the build, enhance and continuously development of our financial applications."
601,DevOps Engineer,"ADI Recruitment Indonesia is looking for candidates to apply for QA Engineer in South Jakarta
Only Indonesian Locals
Nationality: Indonesian
Language Proficiency: English
Job Requirement:
Experience developing engineering applications for a large corporation
Demonstrated project development and leadership skills
Master's degree in Computer Science or Software Engineering is
preferred
Current understanding of best practices regarding system security
measures
Advanced education and application of business analysis techniques and strategy
Experience with software engineering, customer experience, and civil engineering preferred
Experience working together with teams from several departments to facilitate the orderly execution of a proposed project plan
Professional experience and a high-level understanding of working with various operating
Responsibilities
Analyze current technology utilized within the company and develop steps and processes to improve and expand upon them
Establish milestones for necessary contributions from departments and develop processes to facilitate their collaboration
Benefits for DevOps Engineer:
* Salary, Health Insurance, Social Security & Holiday Allowance*
More Information, email to consult1@adiconsulting.co or sales1@adiconsulting.co
ADI Resourcing ‘s Services
IT Staff Outsourcing Services | Recruitment Services | Payroll Services |Visa & Work permit Services
Job Category: IT
Job Type: Full Time
Job Location: Indonesia"
602,Software Engineer,"Implementing backup/restore procedures for cloud hosted Applications. REQUIRED SKILLS/ABILITIES:
Experience in building PAAS, IAAS hosting environments
Experience with deploying and hosting web applications in the Azure cloud."
603,iOS Developer,Must have published Apps in the App Store. Unit test the code.
604,Backend Developer,"Having a good knowledge of Jquery. Having a good knowledge of Git, Bitbucket."
605,Java Developer,Hands on experience in development to demonstrate knowledge of cloud architecture and implementation features. Hands on experience in development to demonstrate knowledge of cloud architecture and implementation features.
606,Network Administrator,· Set up accounts and workstations. · Troubleshoot issues and outages.
607,Java Developer,"Noida

Experience

4-7 Years

Job Description

Core Java , OOPS concepts

Spring Boot, Hibernate, Microservices

Good in Database

Good in Communication skills

Let me know in case you need any other information

Resumes are to be shared at himanshu.sharma1@puresoftware.com

Want to know more about us, visit www.puresoftware.com

Any Query

Please, fill in the form to submit your Resume

Upload your Resume"
608,Java Developer,"Come, transform with us. Come, transform with us."
609,Flutter Developer,· Minimum 1 year of experience in Flutter. · Good experience in integrating plugins & SDK's.
610,DevOps Engineer,"5+ years of experience in OpenShift and/or Kubernetes experience
3+ years of experience in CI/CD DevOps
5+ years of experience with containerization/orchestration technologies tools like Kubernetes, Docker, Rancher, Mesos, and Swarm
Certification in AWS SysOps or equivalent DevOps experience is desired
Advanced hands-on experience Kubernetes, dockers
Expertise in designing and setting up fault-tolerant OpenShift and AWS ELK clusters
Thorough understanding of A/B, Blue/Green deployments
Deep understanding and experience with git
Kubernetes (OpenShift), on Kubernetes on AWS (ELK) or on-prem environments
Experience with config/provisioning tools like Ansible,Terraform, Chef, Puppet, or Salt
Networking/DNS/Certificates
Security scanning / vulnerability
Database installation and management
Experience in Monitoring tools like Grafana
Experience in ELK and log streaming
Experience in Service meshes in production microservice applications
Linux (RHEL preferred)
Scripting/development skills. Passion for delivering high-quality technical solutions
Strong crisis management skills
Strong oral and written communication skills including presentation skills with both technical and non-technical audiences
Natural enthusiasm and ability to learn cutting edge technologies
AWS Certified Solutions Architect, OpenShift Expert
Awareness of EC2 Systems Manager and Parameter Store
Understanding of large scale data challenges
Experience using Docker and Kubernetes CLI experience
Job Types: Full-time, Contract, Permanent
Salary: From Rp25,000,000 per month
Experience:
OpenShift and/or Kubernetes : 5 years (Required)
CI/CD DevOps : 3 years (Required)
Kubernetes, Docker, Rancher, Mesos, and Swarm: 5 years (Required)
Location:
Jakarta (Required)"
612,iOS Developer,"Work with the design team and translate their designs into working mobile applications. Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies."
613,Network Administrator,Installing software and networking systems. Installing high-level software security systems.
614,Software Engineer,"This is
your role. We’re
Siemens."
615,Backend Developer,"You can work from anywhere in the world, because we know great people do awesome work wherever they are. Support for buying a phone, eyeglasses or tools you need for doing your best work."
616,Machine Learning,"Working with GroundTruth, marketers can deliver more relevant, personalized messages to the right people they want to reach, based on the real places they visit every day. With GroundTruth, marketers can say goodbye to assumptive marketing and reach the right people at real places in real-time with precision, relevance and confidence."
617,Software Engineer,"Experience
with technical leadership and end to end development. Planning,
organizing and monitoring the project in order to deliver high quality
business solutions."
618,Wordpress Developer,"Requirements:

Mins 3 Years’ experience creating new sites in WordPress
Excellent experience working with SASS CSS, PHP, HTML, jQuery, JavaScript
Excellent knowledge to customize responsive theme. Good WooCommerce experience

Skills:

Wordpress, HTML, CSS, PHP, SASS CSS, Front end, WooCommerce, JavaScript, jQuery, UI design, WordPress developer."
619,PHP Developer,"Develop expertise on jQuery, PHP, MySQL, Apache, Linux & other frameworks. The candidate is expected to gain expertise on jQuery, PHP, mySQL, Apache, Linux & other frameworks as required."
620,Flutter Developer,. .
621,Wordpress Developer,"LOCATION: * Amanora Chambers, Magarpatta, Hadapsar, Pune
Office Time: Day Shift (need to be available during USA hours to talk to clients)*
\*\*
Job Summary*
Business Promoted is a subsidiary of USA based leading digital marketing company, Inetapplication LLC. *If you can design clean and sleek website pages and landing pages for a business in word press using themes and plugins, a design that has very high conversion rate of website visitors in to clients… then you are the right person for this position !"
622,Flutter Developer,"We are Product based IT Company and Looking for immediate joiners.

Interested candidates please mention your current CTC and expected CTC and Joining date in your CV

Job Types: Full-time, Walk-In

Salary: ₹30,000.00 - ₹40,000.00 per month

Schedule:
Day shift
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)"
623,Machine Learning,"• Experience with data visualization tools, such as D3.js, GGplot, etc. • Good scripting and programming skills."
624,Django Developer,"Experience: 0-3 years
Notice Period: 0-30 days
Mandatory Skill Set: Front End: React JS & Javascript
Backend: Python-Django/ Flask

Responsibilities
Responsible for design and architecture of functional prototypes and production ready systems
Uses open source frameworks as appropriate Django Preferred
Develops Python and JavaScript code as necessary
Python development to support middleware for REST API
Communicate technical concepts with trade offs, risks, and benefits
Evaluate and resolve product related issues
Requirements
Demonstrable experience writing clean, thoughtfully crafted Python or PHP that scales
Strong understanding of JavaScript, HTML, and CSS3
Good understanding of REST API's and experience in building them.
Experience on asynchronous request handling, partial page updates, and AJAX
Proficient understanding of cross browser compatibility issues and ways to work around such issues
Proficient understanding of code versioning tools, such as Git / Mercurial / SVN
Good understanding of browser rendering behaviour and performance"
625,Software Engineer,"In this role, youll work closely with QA Engineers and development teams to develop test automation frameworks for functional and non-functional QA and automate infrastructure management process . Responsibilities
· Design and build the automated test frameworks and test suites for use in development and testing cycles
· Design and build automated systems for infrastructure management process."
626,Wordpress Developer,"Good Knowledge of the e-commerce business model and functionalities.
Hands-on knowledge in Wordpress, woocommerce
Knowledge in Paypal /Authorized.net / Razorpay / Stripe Integration
Ability to change or modify the WP plugin
API Integration
Knowledge in PHP/MySQL, Javascript / Jquery, HTML, CSS
Knowledge in Advanced Custom Fields, Custom Post Types, WP Query
Wordpress Security
Expertise in Woocomerce Plugins, theme development, custom extensions, customizing WordPress modules and Integration
Expected Start Date: 2/11/2020

Job Type: Full-time

Salary: ₹15,000.00 - ₹20,000.00 per month

Schedule:
Morning shift
Supplemental Pay:
Performance bonus
Yearly bonus
Experience:
wordpress: 1 year (Required)
woocommerce: 1 year (Preferred)
total work: 2 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
Temporarily due to COVID-19"
627,Machine Learning,"Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Managing available resources such as hardware, data, and personnel so that deadlines are met
Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
Verifying data quality, and/or ensuring it via data cleaning
Supervising the data acquisition process if more data is needed
Finding available datasets online that could be used for training
Defining validation strategies
Defining the preprocessing or feature engineering to be done on a given dataset
Defining data augmentation pipelines
Training models and tuning their hyper-parameters
Analyzing the errors of the model and designing strategies to overcome them
Deploying models to production
Contract length: 6 months
Job Types: Full-time, Contract
Salary: ₹18,471.00 - ₹45,871.00 per month
Schedule:
Day shift
Experience:
Machine Learning: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Secondary(10th Pass) (Preferred)"
628,Node js developer,"If you are an analytical problem solver with a strong Node.JS knowledge and a passion for team work and innovation, we have the perfect job for you! We are looking for a Node.js Developer to join our fun & energetic team
Duties and responsibilities*
Work as part of a team developing applications and services using Agile development methods
Contribute to team and organizational improvements in process and infrastructure
Build customer-facing UI and back-end services for payment processing administration and management
Code, teste and operate node.js based services
Effectively use tools and ingenuity to identify and fix defects before they become a problem
Requirements and qualifications*
In depth knowledge of Node.js
Hands on experience with HTML, CSS, Electronjs and AJAX
Development experience designing object oriented JavaScript and SVG
Applicable knowledge of web libraries and frameworks such as AngularJS, Polymer, and Closure
Familiarity with the whole web stack, including protocols and web server optimization techniques
Strong analytical skills and problem solving aptitude
Attention to details
Job Type: Full-time

Salary: ₹120,000.00 - ₹300,000.00 per year

Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
java: 1 year (Preferred)
Education:
Bachelor's (Required)"
629,Node js developer,"Location: NoidaQualification: Bachelor’s Degree/ Relevant CertificationKey Responsibilities: · Responsible for managing the interchange of data between the server and the users.· Development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end.· Responsible for integrating the front-end elements built by your co-workers into the application· Basic understanding of front-end technologies is necessary as well.· Strong proficiency with JavaScript· Knowledge of Node.js core and frameworks Express, StrongLoop, koa, hapi etc.· Understanding the nature of asynchronous programming and its quirks and workarounds· Good understanding of server-side templating languages· Good understanding of server-side CSS preprocessors· Basic understanding of front-end technologies, such as HTML5, and CSS3· Understanding accessibility and security compliance· Understanding differences between multiple delivery platforms, such as mobile vs. desktop· Creating database schemas that represent and support business processes· Implementing automated testing platforms and unit tests· Proficient understanding of code versioning tools, such as Git.Technical Skills: · Expert knowledge of key Web technologies as HTML5, CSS3, · Expect in JavaScript / AJAX, NodeJS, React.· Expert knowledge of OO Analysis and Design, · Expert on Design Patterns and Frameworks as NodeJS, React.· Knowledge of Agile methodologies (Scrum).Additional Info: · Self-motivation to work independently and strong work ethic.· Ability to work in a team, and adapt to new and evolving processes.· Flexibility with shifts & week offs is a must.· Flexibility and adaptable· Deep experience with AgileSend your CV and relevant documents to careers@universityliving.com with the job title in the subject line to be considered."
630,JavaScript Developer,"Candidate must have ORACLE CPQ ( BMI ) large project implementation experience. The individual must have experience with ORACLE CPQ ( BMI ) system architecture, hands on development experience in BML script, JAVA SCRIPT and SQL."
